"","taxonomy_id","taxon","Kingdom","Phylum","Class","Order","Family","Genus"
"4974",1490484,"Mycobacterium sp. ST-F2","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4975",1834069,"Mycobacterium sp. 1164985.4","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4976",1834077,"Mycobacterium sp. 1274761.0","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4977",1772284,"Mycobacterium sp. IS-1496","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4978",1834138,"Mycobacterium sp. E2733","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4979",1120797,"Mycobacterium sp. 141","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4980",1157943,"Mycobacterium sp. 155","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4981",1834144,"Mycobacterium sp. E3251","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4982",1834128,"Mycobacterium sp. E1747","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4983",1772277,"Mycobacterium sp. IS-3022","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4984",1834112,"Mycobacterium sp. 852014-50255_SCH5639931","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4985",1784,"Mycobacterium simiae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4986",185642,"Mycobacterium parmense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4987",153971,"Mycobacterium palustre","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4988",120959,"Mycobacterium kubicae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4989",722731,"Mycobacterium shigaense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4990",141349,"Mycobacterium lentiflavum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4991",243061,"Mycobacterium sherrisii","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4992",220927,"Mycobacterium saskatchewanense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4993",1964395,"Mycobacterium ahvazicum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4994",154654,"Mycobacterium montefiorense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4995",292462,"Mycobacterium florentinum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4996",761804,"Mycobacterium europaeum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4997",47839,"Mycobacterium triplex","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4998",28445,"Mycobacterium intermedium","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"4999",53376,"Mycobacterium heidelbergense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5000",767916,"Mycobacterium paraense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5001",33895,"Mycobacterium interjectum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5002",470076,"Mycobacterium stomatepiae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5003",339268,"Mycobacterium colombiense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5004",560555,"Mycobacterium mantenii","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5005",701042,"Mycobacterium marseillense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5006",1790,"Mycobacterium asiaticum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5007",1775,"Mycobacterium cookii","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5008",1778,"Mycobacterium gordonae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5009",1260918,"Mycobacterium fragae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5010",1841861,"Mycobacterium numidiamassiliense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5011",2035343,"Mycobacterium eburneum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5012",487514,"Mycobacterium kyorinense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5013",2592811,"Mycobacterium helveticum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5014",486698,"Mycobacterium riyadhense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5015",44010,"Mycobacterium conspicuum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5016",2034511,"Mycobacterium palauense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5017",29313,"Mycobacterium shimoidei","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5018",2341086,"Mycobacterium attenuatum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5019",1841860,"Mycobacterium rhizamassiliense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5020",1783,"Mycobacterium scrofulaceum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5021",324058,"Mycobacterium alsense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5022",169765,"Mycobacterium lacus","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5023",1781,"Mycobacterium marinum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5024",53378,"Mycobacterium paraffinicum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5025",110505,"Mycobacterium heckeshornense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5026",459858,"Mycobacterium noviomagense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5027",1430326,"Mycobacterium decipiens","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5028",1719132,"Mycobacterium vicinigordonae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5029",1927124,"Mycobacterium aquaticum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5030",1389713,"Mycobacterium paragordonae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5031",1273442,"Mycobacterium bourgelatii","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5032",171292,"uncultured Mycobacterium sp.","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5033",1789,"Mycobacterium xenopi","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5034",627089,"Mycobacterium simulans","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5035",244292,"Mycobacterium nebraskense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5036",242737,"Mycobacterium neglectum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5037",398694,"Mycobacterium shinjukuense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5038",2341083,"Mycobacterium innocens","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5039",2738409,"Mycobacterium ostraviense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5040",39689,"Mycobacterium gallinarum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5041",1552759,"Mycobacterium grossiae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5042",590652,"Mycobacterium paraseoulense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5043",368477,"Mycobacterium yunnanensis","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5044",886343,"Mycobacterium spongiae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5045",1777,"Mycobacterium gastri","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5046",482462,"Mycobacterium dioxanotrophicus","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5047",1787,"Mycobacterium szulgai","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5048",43348,"Mycobacterium branderi","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5049",1908205,"Mycobacterium syngnathidarum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5050",1768,"Mycobacterium kansasii","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5051",470074,"Mycobacterium angelicum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5052",1780,"Mycobacterium malmoense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5053",84962,"Mycobacterium botniense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5054",2094119,"Mycobacterium basiliense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5055",1682113,"Mycobacterium adipatum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5056",2212479,"Mycobacterium kyogaense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5057",28045,"Mycobacterium celatum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5058",1487726,"Mycobacterium persicum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"5059",39691,"Mycolicibacterium moriokaense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5060",2320850,"Mycolicibacterium sp.","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5061",2024612,"Mycolicibacterium sp. P9-64","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5062",2562314,"Mycolicibacterium sp. CR10","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5063",2810297,"Mycolicibacterium sp. S2-37","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5064",2024617,"Mycolicibacterium sp. P1-5","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5065",2908837,"Mycolicibacterium sp. YH-1","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5066",2024615,"Mycolicibacterium sp. P1-18","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5067",2024613,"Mycolicibacterium sp. P9-22","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5068",2606611,"Mycolicibacterium sp. CBMA 226","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5069",2592069,"Mycolicibacterium sp. 018/SC-01/001","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5070",2512237,"Mycolicibacterium sp. CH28","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5071",2759662,"Mycolicibacterium sp. TY81","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5072",758802,"Mycolicibacterium litorale","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5073",912594,"Mycolicibacterium iranicum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5074",36814,"Mycolicibacterium rhodesiae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5075",1791,"Mycolicibacterium aurum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5076",659824,"Mycolicibacterium hippocampi","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5077",134601,"Mycolicibacterium goodii","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5078",49897,"Mycolicibacterium hodleri","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5079",117567,"Mycolicibacterium frederiksbergense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5080",2358193,"Mycolicibacterium stellerae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5081",1786,"Mycolicibacterium sphagni","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5082",1800,"Mycolicibacterium chubuense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5083",258533,"Mycolicibacterium cosmeticum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5084",36811,"Mycolicibacterium agri","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5085",39692,"Mycolicibacterium parafortuitum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5086",1776,"Mycolicibacterium flavescens","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5087",187102,"Mycolicibacterium pyrenivorans","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5088",43304,"Mycolicibacterium peregrinum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5089",212765,"Mycolicibacterium madagascariense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5090",53462,"Mycolicibacterium mageritense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5091",28047,"Mycolicibacterium confluentis","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5092",1286181,"Mycolicibacterium arabiense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5093",258505,"Mycolicibacterium fluoranthenivorans","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5094",1771,"Mycolicibacterium phlei","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5095",39687,"Mycolicibacterium austroafricanum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5096",1804,"Mycolicibacterium gilvum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5097",152142,"Mycolicibacterium holsaticum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5098",110539,"Mycolicibacterium vanbaalenii","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5099",39693,"Mycolicibacterium porcinum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5100",2761578,"Mycolicibacterium baixiangningiae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5101",370526,"Mycolicibacterium rutilum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5102",1772,"Mycolicibacterium smegmatis","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5103",59750,"Mycolicibacterium wolinskyi","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5104",318424,"Mycolicibacterium rufum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5105",1793,"Mycolicibacterium fallax","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5106",1286180,"Mycolicibacterium sediminis","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5107",1534349,"Mycolicibacterium helvum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5108",37916,"Mycolicibacterium chlorophenolicum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5109",75922,"Mycolicibacterium tusciae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5110",564198,"Mycolicibacterium bacteremicum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5111",39695,"Mycolicibacterium tokaiense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5112",36813,"Mycolicibacterium pulveris","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5113",319707,"Mycolicibacterium aubagnense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5114",1801,"Mycolicibacterium diernhoferi","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5115",2600579,"[Mycobacterium] fortunisiensis","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5116",85693,"Mycolicibacterium monacense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5117",2736928,"Mycolicibacterium vinylchloridicum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5118",1807,"Mycolicibacterium obuense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5119",1431246,"Mycolicibacterium anyangense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5120",39688,"Mycolicibacterium duvalii","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5121",146020,"Mycolicibacterium brisbanense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5122",228230,"Mycolicibacterium canariasense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5123",1249101,"Mycolicibacterium celeriflavum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5124",1792,"Mycolicibacterium chitae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5125",1534348,"Mycolicibacterium sarraceniae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5126",126673,"Mycolicibacterium doricum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5127",1797,"Mycolicibacterium thermoresistibile","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5128",1566886,"Mycolicibacterium malmesburyense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5129",39694,"Mycolicibacterium poriferae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5130",444597,"Mycolicibacterium insubricum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5131",1641992,"Mycolicibacterium lutetiense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5132",319706,"Mycolicibacterium phocaicum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5133",67081,"Mycolicibacterium alvei","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5134",146018,"Mycolicibacterium neworleansense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5135",59813,"Mycolicibacterium novocastrense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5136",2736649,"Mycolicibacterium mengxianglii","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5137",1794,"Mycolicibacterium gadium","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium"
"5138",512402,"Mycolicibacter heraklionensis","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacter"
"5139",875328,"Mycolicibacter sinensis","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacter"
"5140",1782,"Mycolicibacter nonchromogenicus","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacter"
"5141",1108812,"Mycolicibacter longobardus","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacter"
"5142",386913,"Mycolicibacter senuensis","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacter"
"5143",1118379,"Mycolicibacter minnesotensis","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacter"
"5144",1788,"Mycolicibacter terrae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacter"
"5145",2835306,"Mycolicibacter acidiphilus","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacter"
"5146",948102,"Mycobacteroides franklinii","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacteroides"
"5147",1520670,"[Mycobacterium] stephanolepidis","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacteroides"
"5148",257460,"uncultured Mycobacteriaceae bacterium","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae",""
"5149",2448780,"Mycobacteriaceae bacterium","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae",""
"5150",1798,"Mycolicibacillus trivialis","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacillus"
"5151",1519492,"Nocardia sp. NRRL S-836","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Nocardia"
"5152",1056816,"Nocardia sp. BMG51109","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Nocardia"
"5153",1160137,"Nocardia sp. BMG111209","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Nocardia"
"5154",2663237,"Nocardia sp. SYP-A9097","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Nocardia"
"5155",1169152,"Nocardia sp. CNY236","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Nocardia"
"5156",2608686,"Nocardia sp. CY41","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Nocardia"
"5157",2608687,"Nocardia sp. CY15","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Nocardia"
"5158",2783665,"Nocardia sp. BSTN01","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Nocardia"
"5159",2769487,"Nocardia sp. XZ_19_369","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Nocardia"
"5160",2769488,"Nocardia sp. XZ_19_385","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Nocardia"
"5161",37326,"Nocardia brasiliensis","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Nocardia"
