orig_met,without_compartment,new_met,new_met_out,compartment,conversion_successful,conversion_type,encoding_issues_fixed,database_sources
C05402__91__e__93__,C05402,MNXM1103965,MNXM1103965[e],e,TRUE,MetanetX conversion,TRUE,kegg
C00221__91__e__93__,C00221,MNXM1364205,MNXM1364205[e],e,TRUE,MetanetX conversion,TRUE,"kegg, chebi"
Cluster6012__91__e__93__,Cluster6012,Cluster6012,Cluster6012[e],e,FALSE,Unchanged,TRUE,None
C00002__91__c__93__,C00002,MNXM3,MNXM3[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
Carbohydrate__91__c__93__,Carbohydrate,Carbohydrate,Carbohydrate[c],c,FALSE,Unchanged,TRUE,None
Lipid__91__c__93__,Lipid,Lipid,Lipid[c],c,FALSE,Unchanged,TRUE,None
Protein__91__c__93__,Protein,Protein,Protein[c],c,FALSE,Unchanged,TRUE,None
DNA__91__c__93__,DNA,DNA,DNA[c],c,FALSE,Unchanged,TRUE,None
RNA__91__c__93__,RNA,RNA,RNA[c],c,FALSE,Unchanged,TRUE,None
Cofactor__91__c__93__,Cofactor,Cofactor,Cofactor[c],c,FALSE,Unchanged,TRUE,None
Biomass__91__c__93__,Biomass,Biomass,Biomass[c],c,FALSE,Unchanged,TRUE,None
C00008__91__c__93__,C00008,MNXM40333,MNXM40333[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00009__91__c__93__,C00009,MNXM9,MNXM9[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00063__91__er__93__,C00063,MNXM63,MNXM63[r],r,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00416__91__er__93__,C00416,MNXM1107824,MNXM1107824[r],r,TRUE,MetanetX conversion,TRUE,"kegg, chebi"
C00013__91__er__93__,C00013,MNXM11,MNXM11[r],r,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00269__91__er__93__,C00269,MNXM1364061,MNXM1364061[r],r,TRUE,MetanetX conversion,TRUE,kegg
C00001__91__n__93__,C00001,MNXM2,MNXM2[n],n,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C01326__91__n__93__,C01326,MNXM254,MNXM254[n],n,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00488__91__n__93__,C00488,MNXM1231,MNXM1231[n],n,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C01326__91__c__93__,C01326,MNXM254,MNXM254[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00488__91__c__93__,C00488,MNXM1231,MNXM1231[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00065__91__c__93__,C00065,MNXM737786,MNXM737786[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00155__91__c__93__,C00155,MNXM123,MNXM123[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00542__91__c__93__,C00542,MNXM729662,MNXM729662[c],c,TRUE,MetanetX conversion,TRUE,kegg
C00380__91__c__93__,C00380,MNXM761,MNXM761[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00106__91__c__93__,C00106,MNXM1369194,MNXM1369194[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C01342__91__c__93__,C01342,MNXM729302,MNXM729302[c],c,TRUE,MetanetX conversion,TRUE,kegg
C00734__91__c__93__,C00734,MNXM732456,MNXM732456[c],c,TRUE,MetanetX conversion,TRUE,kegg
CHEBI17029__91__c__93__,CHEBI17029,MNXM727697,MNXM727697[c],c,TRUE,MetanetX conversion,TRUE,chebi
CHEBI37671__91__c__93__,CHEBI37671,MNXM5739,CHEBI37671[c],c,TRUE,MetanetX conversion,TRUE,chebi
C01083__91__c__93__,C01083,MNXM732202,MNXM732202[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00392__91__c__93__,C00392,MNXM3633,C00392[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, kegg, chebi"
C00010__91__c__93__,C00010,MNXM727276,MNXM727276[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00255__91__c__93__,C00255,MNXM270,MNXM270[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00068__91__c__93__,C00068,MNXM256,MNXM256[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C00101__91__c__93__,C00101,MNXM79,MNXM79[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, seed, kegg, chebi"
C15670__91__c__93__,C15670,MNXM1373087,MNXM1373087[c],c,TRUE,MetanetX conversion,TRUE,kegg
